358;0.8133782473;0.7792894441;512;2456
366;0.7618398347;0.8610750123;512;2507
480;0.8006278413;0.8065565505;512;3288
389;0.7869596585;0.8892763382;512;2664
55;0.6976858345;0.8720196353;512;1583
480;0.7999576923;0.8149687981;512;3286
435;0.7761856114;0.8973993619;512;3036
463;0.8022060498;0.8095342503;512;3171
326;0.7695456014;0.8737688635;512;2233
481;0.8008186536;0.8153887386;512;3300
439;0.7781329072;0.9013539308;512;3066
