#NB_PM;NB_PM;sim_time(s);cpu_egy(kWh);nb_mig;All_SLA( %);VM_realloc mean(s);exe_time_mean(s);strg_egy(kWh);egy_cost($);Wear-out_cost($);SLA_cost($);All_costs($);All_time(s)
20;5;5106.10754716981;0.317460317460318;10;0.001559251559252;5.88E-05;5.53E-04;0.001738264334382;0.056274709970406;0.153559566371981;0.561330561330561;0.771164837672948;0.0574034314
20;10;5109.08679245283;0.612274436090226;38;0.003051622353411;1.18E-05;0.000611764705882;0.001615038574423;0.108228714383378;0.363907547416118;1.09858404722802;1.57072030902751;0.071995114
20;15;5115.0962264151;0.827655810673638;69;0.003719239669072;4.71E-05;0.000870588235294;0.001629136006289;0.146202936099671;0.603829986692346;1.33892628086599;2.08895920365801;0.088736713
20;20;5115.09433962264;0.995534153484069;98;0.004982310000448;1.65E-04;9.53E-04;0.001717480398323;0.175815463053466;0.801237613255527;1.79363160016123;2.77068467647022;0.096944815
20;25;5112.11320754717;1.29474209717843;140;0.004891560067919;1.41E-04;0.001129411764706;0.001650068113208;0.228553938740916;1.1086176270625;1.76096162445093;3.09813319025435;0.1159775666
20;30;5049.62842612056;1.61315870320964;172;0.003845702762928;1.41E-04;0.001494117647059;0.001500065502325;0.284664340923919;1.39526984318641;1.38445299465423;3.06438717876456;0.1370150538
20;31;5115.11886792453;1.57500658007025;146;0.00278318757416;0.000223529411765;0.001470588235294;0.00167634572327;0.277969199817397;1.42629981008652;1.00194752669746;2.70621653660138;0.1309383458
