#NB_PM,NB_PM,UPPER_THR,GREEDY_COST,GREEDY_TIME,GREEDY_SLA,HPSD_COST,HPSD_TIME,HPSD_SLA,HPPM_COST,HPPM_TIME,HPPM_SLA,NO_STORAGE_COST,NO_STORAGE_TIME,NO_STORAGE_SLA
10,5,70,3.9433941833,0.222492483,,2.8681252505409,0.274981088,,1.75216209918353,0.726459714,,4.90854767331698,0.3234656834,
10,10,75,3.19433941833,0.2150534506,,2.681252505409,0.288481473,,1.5216209918353,0.719542866,,4.854767331698,0.3028544148,
10,15,80,3.9433941833,0.2174740622,,2.681252505409,0.2871857178,,1.216209918353,0.635174,,3.54767331698,0.3223147922,
10,20,85,3.12433941833,0.2175192852,,2.1252505409,0.295753634,,1.16209918353,0.641849976,,3.4767331698,0.3474012288,
10,25,90,3.33941833,0.2206280678,,2.252505409,0.3104368044,,1.0918353,0.6146624628,,3.0854767331698,0.3130682262,
10,30,95,3.433941833,0.2263679298,,2.01252505409,0.3169307042,,1.0016209918353,0.623084408,,3.54767331698,0.3224058702,
