#NB_PM;NB_PM;sim_time(s);cpu_egy(kWh);nb_mig;All_SLA( %);VM_realloc mean(s);exe_time_mean(s);strg_egy(kWh);egy_cost($);Wear-out_cost($);SLA_cost($);All_costs($);All_time(s)
20;5;5151.0022556391;0.215558519955803;29;0.008304696449026;1.29E-04;6.71E-04;0.084765013826232;0.052947039005773;0.017478516;2.98969072164948;3.06011627665526;0.0736943758
20;10;5151.91954887218;0.622449874686717;53;0.004993404936876;1.41E-04;0.000658823529412;0.062295973015873;0.120720692949967;0.042363279;1.7976257772753;1.96070974922526;0.074344177
20;15;5141.91954887218;0.761286976401578;45;0.001042542856804;7.06E-05;0.000670588235294;0.059438919548872;0.144693975456064;0.0490644435;0.375315428449573;0.569073847405637;0.0843941374
20;20;5131.00977443609;0.967418546365915;0;0;4.71E-05;5.41E-04;0.05092325685046;0.179533659907047;0.044263275;0;0.223796934907047;0.0778482666
20;25;5141.91954887218;1.24968323586745;130;0.002078400540505;1.53E-04;0.000811764705882;0.038878117017544;0.227173366513624;0.0968208975;0.748224194581919;1.07221845859554;0.1147535702
20;30;5065.98708692351;1.37891082994224;180;0.004613801222358;2.47E-04;0.0008;0.038413870421089;0.249874344674055;0.1356634455;1.66096844004878;2.04650623022284;0.1195628002
#20;31;5160.09248120301;1.47583086299979;191;0.00442539668747;0.000305882352941;0.000917647058824;0.035026568822055;0.266364165230192;0.1461529245;1.59314280748904;2.00565989721923;0.1279056074
